respondent_id,date,region,age_group,gender,education,Q1,Q1_text,Q2,Q2_text,Q3,Q3_text,Q4,Q4_text,month,month_name,week
R0413,2024-04-15,Central,55+,Male,Bachelor's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,4,Apr,16
R0414,2024-02-25,East,25-34,Female,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,8
R0415,2024-05-08,West,55+,Female,Other,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,19
R0416,2024-06-21,East,25-34,Non-binary,Master's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,6,Jun,25
R0417,2024-06-20,West,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,6,Jun,25
R0418,2024-02-22,West,18-24,Male,Master's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,8
R0419,2024-05-23,Central,35-44,Female,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,21
R0420,2024-06-24,West,18-24,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,26
R0421,2024-06-11,East,35-44,Female,Master's,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,24
R0422,2024-02-15,East,35-44,Non-binary,Bachelor's,Go,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,7
R0423,2024-02-11,North,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,6
R0424,2024-06-09,North,18-24,Male,High School,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,23
R0425,2024-02-17,South,35-44,Male,Bachelor's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,7
R0426,2024-03-25,South,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,13
R0427,2024-06-20,Central,35-44,Prefer not to say,High School,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,6,Jun,25
R0428,2024-01-30,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,1,Jan,5
R0429,2024-01-12,West,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,2
R0430,2024-06-09,North,55+,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,6,Jun,23
R0431,2024-04-21,South,18-24,Female,Master's,C++,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,16
R0432,2024-03-05,East,25-34,Male,High School,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,10
R0433,2024-06-21,South,25-34,Male,High School,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,25
R0434,2024-05-08,West,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0435,2024-05-01,West,25-34,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,18
R0436,2024-06-14,West,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,24
R0437,2024-01-22,North,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,4
R0438,2024-02-26,South,25-34,Female,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,9
R0439,2024-05-20,East,18-24,Female,Other,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,21
R0440,2024-02-02,North,35-44,Female,Bachelor's,C++,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,5
R0441,2024-06-26,North,25-34,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,26
R0442,2024-06-13,South,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,24
R0443,2024-05-21,Central,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,21
R0444,2024-06-09,West,45-54,Male,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,23
R0445,2024-01-10,North,25-34,Male,Master's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,2
R0446,2024-03-15,West,25-34,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,11
R0447,2024-06-24,North,18-24,Non-binary,Other,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,26
R0448,2024-05-03,Central,35-44,Non-binary,Master's,Go,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,18
R0449,2024-04-02,South,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,14
R0450,2024-03-11,East,18-24,Non-binary,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,11
R0451,2024-05-12,West,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,19
R0452,2024-01-02,West,25-34,Female,PhD,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,1
R0453,2024-01-31,East,18-24,Male,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,5
R0454,2024-04-15,West,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,16
R0455,2024-03-07,East,18-24,Female,High School,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,3,Mar,10
R0456,2024-01-22,East,45-54,Female,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,4
R0457,2024-02-16,North,25-34,Male,Master's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,2,Feb,7
R0458,2024-02-03,Central,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,5
R0459,2024-06-06,South,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,23
R0460,2024-01-01,North,35-44,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,1
R0461,2024-05-03,South,18-24,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,5,May,18
R0462,2024-05-02,West,35-44,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,18
R0463,2024-01-02,East,18-24,Male,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,1,Jan,1
R0464,2024-06-15,West,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,24
R0465,2024-05-21,East,55+,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,21
R0466,2024-02-05,South,25-34,Male,Master's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,2,Feb,6
R0467,2024-03-27,West,18-24,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,13
R0468,2024-04-30,South,25-34,Female,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,18
R0469,2024-06-06,North,18-24,Male,Other,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,23
R0470,2024-06-17,West,18-24,Female,High School,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?,6,Jun,25
R0471,2024-04-02,East,35-44,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,4,Apr,14
R0472,2024-05-12,West,25-34,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?,5,May,19
R0473,2024-03-11,West,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,3,Mar,11
R0474,2024-05-08,North,18-24,Female,Master's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,,Which cloud platform do you use most?,5,May,19
R0475,2024-04-06,Central,35-44,Female,Master's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,,Which cloud platform do you use most?,4,Apr,14
R0476,2024-01-30,East,25-34,Female,High School,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,5
R0477,2024-05-17,West,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,20
R0478,2024-05-01,West,35-44,Male,PhD,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,18
R0479,2024-03-01,West,55+,Male,Master's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,9
R0480,2024-01-21,North,25-34,Male,Bachelor's,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,1,Jan,3
R0481,2024-05-06,East,18-24,Female,Master's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,19
R0482,2024-05-27,North,35-44,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,,Which cloud platform do you use most?,5,May,22
R0483,2024-04-27,North,25-34,Female,Master's,Go,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,4,Apr,17
R0484,2024-06-05,North,18-24,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,23
R0485,2024-04-17,Central,25-34,Male,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,4,Apr,16
R0486,2024-01-26,North,18-24,Female,Bachelor's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,1,Jan,4
R0487,2024-01-03,North,35-44,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,1,Jan,1
R0488,2024-05-23,East,35-44,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,5,May,21
R0489,2024-03-26,North,18-24,Female,High School,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?,3,Mar,13
R0490,2024-06-04,South,25-34,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,23
R0491,2024-04-24,West,25-34,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,17
R0492,2024-06-10,North,18-24,Female,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,6,Jun,24
R0493,2024-06-03,South,25-34,Female,Master's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?,6,Jun,23
R0494,2024-02-17,South,25-34,Non-binary,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0495,2024-01-25,West,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,1,Jan,4
R0496,2024-02-09,South,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,6
R0497,2024-02-13,West,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?,2,Feb,7
R0498,2024-04-23,East,55+,Female,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?,4,Apr,17
R0499,2024-06-12,East,35-44,Female,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?,6,Jun,24
R0500,2024-03-18,West,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?,3,Mar,12
