respondent_id,date,region,age_group,gender,education,Q1,Q1_text,Q2,Q2_text,Q3,Q3_text,Q4,Q4_text
R0447,2024-06-24,North,18-24,Non-binary,Other,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0448,2024-05-03,Central,35-44,Non-binary,Master's,Go,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0449,2024-04-02,South,18-24,Female,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0450,2024-03-11,East,18-24,Non-binary,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0451,2024-05-12,West,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0452,2024-01-02,West,25-34,Female,PhD,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0453,2024-01-31,East,18-24,Male,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0454,2024-04-15,West,25-34,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0455,2024-03-07,East,18-24,Female,High School,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,None,Which cloud platform do you use most?
R0456,2024-01-22,East,45-54,Female,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0457,2024-02-16,North,25-34,Male,Master's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0458,2024-02-03,Central,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0459,2024-06-06,South,18-24,Male,Bachelor's,Java,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0460,2024-01-01,North,35-44,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0461,2024-05-03,South,18-24,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0462,2024-05-02,West,35-44,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0463,2024-01-02,East,18-24,Male,Master's,Java,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0464,2024-06-15,West,25-34,Male,Bachelor's,Java,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0465,2024-05-21,East,55+,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0466,2024-02-05,South,25-34,Male,Master's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0467,2024-03-27,West,18-24,Male,Bachelor's,JavaScript,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0468,2024-04-30,South,25-34,Female,Master's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0469,2024-06-06,North,18-24,Male,Other,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0470,2024-06-17,West,18-24,Female,High School,Go,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0471,2024-04-02,East,35-44,Female,Master's,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,None,Which cloud platform do you use most?
R0472,2024-05-12,West,25-34,Male,Master's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0473,2024-03-11,West,25-34,Female,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0474,2024-05-08,North,18-24,Female,Master's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,None,Which cloud platform do you use most?
R0475,2024-04-06,Central,35-44,Female,Master's,Java,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,None,Which cloud platform do you use most?
R0476,2024-01-30,East,25-34,Female,High School,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0477,2024-05-17,West,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0478,2024-05-01,West,35-44,Male,PhD,Python,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0479,2024-03-01,West,55+,Male,Master's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0480,2024-01-21,North,25-34,Male,Bachelor's,C++,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0481,2024-05-06,East,18-24,Female,Master's,JavaScript,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0482,2024-05-27,North,35-44,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,None,Which cloud platform do you use most?
R0483,2024-04-27,North,25-34,Female,Master's,Go,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0484,2024-06-05,North,18-24,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0485,2024-04-17,Central,25-34,Male,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0486,2024-01-26,North,18-24,Female,Bachelor's,C++,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?
R0487,2024-01-03,North,35-44,Female,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?
R0488,2024-05-23,East,35-44,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0489,2024-03-26,North,18-24,Female,High School,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,GCP,Which cloud platform do you use most?
R0490,2024-06-04,South,25-34,Male,Master's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0491,2024-04-24,West,25-34,Female,Bachelor's,JavaScript,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0492,2024-06-10,North,18-24,Female,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0493,2024-06-03,South,25-34,Female,Master's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,IBM Cloud,Which cloud platform do you use most?
R0494,2024-02-17,South,25-34,Non-binary,Bachelor's,JavaScript,Which programming language do you prefer?,Very Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0495,2024-01-25,West,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0496,2024-02-09,South,35-44,Male,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0497,2024-02-13,West,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Neutral,How satisfied are you with online learning?,On-site,What is your preferred work mode?,AWS,Which cloud platform do you use most?
R0498,2024-04-23,East,55+,Female,Bachelor's,Python,Which programming language do you prefer?,Very Dissatisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0499,2024-06-12,East,35-44,Female,Bachelor's,C++,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Remote,What is your preferred work mode?,Azure,Which cloud platform do you use most?
R0500,2024-03-18,West,25-34,Male,Bachelor's,Python,Which programming language do you prefer?,Satisfied,How satisfied are you with online learning?,Hybrid,What is your preferred work mode?,AWS,Which cloud platform do you use most?
